Sample,Safety perception (y),Gender,Maritial status,Age,Educational level,Monthly house hold income,Vehicle ownership,Purpose of using the crossing,How much time do you typically wait at the zebra crossing,Are you aware of zebra crossing signs,Did you ever crossed road without using a zebra crossing,Should pedestrians attend road safety educational programmes,Have you done any road safety educational programme?,Safety at the crossing Prefrence,Pedestrian carelessness.,Driver inattentiveness,Pedestrian unawareness,Aggressive driver behaviour,Faded road signs.,Peak hour increases pedestrian accidents.,Fast moving vehicle increases pedestrian accidents.,Driver should always allow pedestrians to enter the intersection.,Strict application of law on vehicles makes you safe at zebra crossing.,Rumble strips and cat eyes before zebra crossing,Presence of a mid block,three dimesional,Refuge Island at a median,Curb Extension with raised zebra crossing,Non  skid footpath tiles,Sign board at 20 to 100 meters
1083,2,1,0,2,4,3,1,5,4,3,2,4,0,3,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2
1084,3,0,1,3,1,2,0,2,4,4,3,3,0,1,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2
1085,2,0,1,3,1,2,0,3,4,3,2,3,0,2,1,2,2,2,2,2,1,4,4,1,2,1,2,2,2,2
1086,1,0,1,3,2,4,1,5,4,4,2,2,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1087,2,1,0,2,4,3,1,4,3,3,2,4,0,1,1,1,1,1,1,2,2,4,5,1,1,2,2,2,2,2
1088,3,1,0,2,4,2,0,3,4,4,3,3,0,4,1,1,2,2,2,2,2,4,5,2,2,2,2,2,2,2
1089,3,0,0,2,4,3,1,2,4,3,2,4,0,3,1,1,1,1,1,2,2,5,4,2,1,1,1,1,1,2
1090,2,0,1,2,2,2,0,4,3,4,3,4,0,1,1,1,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1091,3,0,1,2,1,2,0,2,3,4,3,2,0,1,1,1,1,1,1,2,1,5,5,1,2,2,2,1,1,1
1092,2,0,1,3,1,2,1,4,2,4,3,3,0,2,2,1,1,1,1,2,2,4,4,1,1,1,1,1,1,1
1093,4,0,0,2,3,2,1,5,3,4,3,3,0,1,1,1,1,1,1,2,2,4,4,1,1,2,2,2,2,2
1094,3,0,0,2,4,2,0,3,3,4,3,3,0,2,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2
1095,4,0,0,2,4,3,1,1,4,4,2,2,0,1,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1096,1,0,1,2,4,3,1,5,3,3,2,3,0,2,1,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1097,2,0,0,2,4,3,1,1,4,4,2,4,0,1,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2
1098,4,0,0,2,2,1,0,3,4,4,3,3,0,1,1,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2
1099,3,0,0,2,4,2,0,3,3,4,3,4,0,1,1,1,1,1,1,2,2,4,4,2,2,2,2,2,2,2
1100,2,0,1,2,1,1,1,4,1,3,3,1,1,2,3,3,4,3,2,3,3,2,3,3,3,2,4,4,3,5
1101,1,0,1,2,1,1,1,4,1,3,3,4,1,3,3,3,2,3,2,3,2,3,3,3,3,4,3,2,3,4
1102,2,0,0,1,2,1,1,4,1,3,3,2,1,1,4,3,4,3,3,3,3,2,3,3,4,4,4,3,4,4
1103,2,0,1,2,1,1,1,5,2,3,2,3,0,1,5,4,3,4,3,3,3,2,3,3,3,2,3,4,3,3
1104,2,0,1,2,1,2,1,5,1,2,2,1,0,4,3,2,3,2,2,2,2,3,4,3,3,4,3,3,2,3
1105,2,0,1,3,1,1,1,5,1,2,2,2,1,4,3,3,4,3,4,3,4,3,4,3,3,2,3,3,4,3
1106,1,0,1,2,1,2,1,5,1,3,1,2,1,4,5,4,3,3,2,3,3,4,3,3,3,4,3,4,5,3
1107,2,0,0,1,2,1,1,5,1,2,2,2,1,2,4,4,3,4,3,4,3,2,3,3,3,4,3,2,3,4
1108,1,0,0,1,3,2,1,4,2,3,2,2,1,3,5,4,3,4,3,4,4,3,2,3,3,4,4,4,3,4
1109,2,0,0,1,3,2,1,5,1,2,2,2,1,2,4,5,4,3,3,4,3,2,1,2,3,2,2,3,4,3
1110,2,0,1,2,1,1,1,4,1,3,1,4,1,2,4,4,3,4,4,3,4,3,2,3,3,4,3,4,2,3
1111,1,0,1,1,1,2,1,4,1,2,2,3,1,4,5,4,3,4,3,4,3,2,3,3,3,2,3,2,3,4
1112,2,0,1,2,1,1,1,5,1,3,1,1,1,1,5,4,3,4,3,4,3,2,3,3,3,4,3,2,3,4
1113,1,0,1,2,1,2,1,4,1,3,3,2,1,4,4,3,3,2,3,2,3,3,2,3,3,4,3,2,3,4
1114,2,0,1,2,3,2,1,5,1,2,2,2,1,1,4,3,4,3,3,3,3,2,3,2,3,2,3,3,2,3
1115,1,0,1,2,1,1,1,4,1,3,2,4,1,2,3,3,2,3,1,3,2,3,5,3,3,2,3,4,3,5
1116,1,0,1,2,3,2,1,5,1,3,2,4,0,4,3,3,2,2,3,3,2,3,5,3,3,3,4,4,3,5
1117,2,0,1,2,1,2,1,5,1,2,2,4,1,4,4,3,4,3,2,3,2,3,4,2,3,3,4,3,3,4
1118,2,0,1,2,4,2,1,5,1,2,2,2,0,2,5,3,3,4,3,4,3,2,3,3,3,4,3,2,3,4
1119,3,0,1,2,4,2,0,5,1,4,2,3,0,2,2,3,2,2,3,3,2,3,5,3,3,4,4,4,5,3
1120,1,0,1,3,5,2,2,4,1,2,2,2,1,1,4,3,3,2,3,2,2,3,3,3,2,3,4,3,3,4
1121,2,0,1,2,4,2,1,5,1,2,3,2,1,1,3,3,2,3,2,3,2,3,3,3,3,2,3,2,3,3
1122,2,0,1,2,1,1,1,5,2,3,2,1,1,1,5,4,3,4,2,5,4,1,1,2,3,2,1,3,4,4
1123,1,0,1,2,5,4,1,4,1,2,2,4,1,4,4,3,4,3,2,4,3,2,3,3,3,4,3,4,3,3
1124,1,0,1,2,2,2,1,5,1,3,2,4,1,3,4,3,3,2,3,3,3,2,3,2,3,4,3,4,2,2
1125,2,0,1,1,4,2,1,5,1,2,2,2,1,4,3,4,3,4,4,3,4,3,2,2,3,2,3,2,1,3
1126,4,0,0,2,4,1,0,3,1,4,2,3,0,4,3,2,3,2,3,3,2,4,5,4,3,4,4,3,4,3
1127,1,0,1,2,1,1,1,4,2,3,2,3,1,1,3,3,3,2,3,3,4,3,4,3,3,4,3,2,3,4
1128,2,0,0,2,2,1,0,5,1,3,3,2,0,1,3,2,3,3,3,3,2,4,4,3,4,3,4,5,4,4
1129,2,0,1,2,5,3,1,4,1,5,3,2,0,2,2,2,1,3,2,3,3,4,3,3,4,3,4,3,4,4
1130,1,0,1,2,1,1,0,4,2,3,3,2,1,1,4,3,2,3,4,4,3,2,4,3,3,4,3,2,3,4
1131,2,0,1,4,5,3,1,4,1,4,3,2,1,1,4,3,4,3,2,4,3,2,4,3,2,3,3,4,2,5
1132,2,0,1,2,1,1,1,5,1,2,3,4,1,1,5,4,3,4,5,4,4,3,1,2,3,2,4,2,3,1
1133,2,0,1,2,4,4,1,5,1,2,2,2,1,4,5,4,3,5,4,3,3,2,3,4,4,3,3,4,4,5
1134,2,0,1,2,1,1,1,5,1,2,2,2,1,1,3,2,3,4,3,3,3,4,3,3,3,2,3,4,3,5
1135,2,0,1,3,5,3,0,3,1,3,3,2,1,2,3,2,3,2,1,3,3,4,5,3,4,4,3,4,3,4
1136,4,0,0,2,4,1,1,5,1,4,2,3,1,1,4,3,2,3,2,4,3,4,3,2,3,2,3,2,3,2
1137,2,0,1,2,2,2,1,5,1,3,3,2,1,1,4,3,4,3,2,4,3,2,4,2,3,2,3,2,3,2
1138,2,0,0,1,3,2,1,4,1,3,2,3,1,1,5,4,3,4,3,3,3,2,4,2,3,4,3,2,3,4
1139,4,0,0,1,3,1,1,4,2,2,3,3,1,4,2,3,3,2,3,4,3,2,3,3,2,4,1,3,4,4
1140,1,0,1,2,1,1,1,4,1,3,2,2,1,2,5,4,3,3,3,3,2,3,4,2,3,4,5,4,4,4
1141,1,0,1,2,3,1,1,5,1,2,2,2,1,4,3,4,3,2,3,2,3,2,3,3,4,2,3,2,2,3
1142,1,0,1,2,1,1,1,2,1,3,2,2,1,4,3,3,2,3,3,3,4,4,4,4,3,2,3,4,4,4
1143,2,0,1,2,3,2,1,5,1,2,2,2,1,4,5,4,3,4,3,4,3,2,3,3,3,2,3,4,3,4
1144,2,0,1,2,4,2,1,5,1,2,2,2,1,1,4,3,3,2,3,3,3,4,3,3,2,3,4,4,5,4
1145,2,0,1,2,1,2,1,5,1,3,1,2,1,3,3,3,2,3,2,3,2,5,3,3,4,3,4,3,4,5
1146,2,0,1,2,1,1,1,5,1,2,2,2,1,2,3,3,4,3,4,3,4,3,2,3,2,3,4,3,2,4
1147,1,0,1,2,1,1,1,4,1,3,2,4,1,1,4,3,4,3,4,3,4,2,3,3,3,2,3,4,4,3
1148,1,0,0,2,4,4,1,1,1,3,2,2,0,4,4,4,3,2,3,4,3,2,3,2,2,3,4,3,4,3
1149,1,0,0,1,1,1,1,4,1,2,2,2,1,2,3,3,2,3,3,3,3,3,4,4,5,4,3,2,2,3
1150,1,0,1,2,4,2,1,4,1,3,3,2,1,1,3,3,2,3,2,3,2,3,3,3,3,4,3,2,3,4
1151,2,0,1,2,2,2,2,4,3,4,2,2,1,1,2,1,2,1,2,2,1,4,5,1,2,1,2,1,2,1
1152,3,0,1,2,2,3,1,4,2,5,4,2,1,1,2,1,2,1,2,2,1,4,3,4,1,2,1,2,1,2
1153,3,0,1,2,2,1,2,4,2,3,3,2,1,1,2,1,2,1,2,2,1,4,5,4,1,2,1,2,1,2
1154,3,0,1,2,2,3,1,4,2,3,3,2,1,1,2,1,2,1,2,3,2,3,4,1,2,1,2,1,2,1
1155,3,0,1,2,1,2,1,4,2,5,3,2,1,4,3,3,2,3,2,3,4,3,4,3,4,1,2,1,2,1
1156,3,0,1,2,2,2,1,4,2,3,3,1,1,1,2,1,2,1,2,2,3,3,4,1,2,1,2,1,2,1
1157,2,0,1,2,2,1,1,4,1,3,1,2,1,3,2,1,2,1,2,3,2,3,4,1,1,1,1,1,1,1
1158,3,0,1,2,2,2,1,4,4,3,3,2,1,1,3,2,1,3,2,2,1,4,5,1,1,1,2,1,2,1
1159,3,0,1,2,2,3,1,4,2,3,4,2,1,4,2,1,3,2,3,3,2,3,4,1,2,3,3,2,3,2
1160,2,0,1,2,1,1,1,4,1,3,1,2,1,1,2,1,2,1,2,5,4,1,3,3,3,1,2,1,2,1
1161,3,0,1,2,3,2,2,4,4,2,1,3,1,4,2,1,2,1,2,3,3,4,3,1,2,1,2,1,2,1
1162,3,0,1,2,2,2,1,4,2,3,5,2,0,1,1,2,1,2,5,5,4,4,5,1,2,1,2,1,2,1
1163,3,0,1,2,2,2,1,4,2,3,3,2,1,1,2,1,2,1,2,2,1,4,5,1,2,1,2,1,2,1
1164,3,0,1,2,2,2,1,4,4,5,3,2,1,1,2,1,2,1,2,2,1,4,5,1,1,1,1,1,1,1
1165,3,0,1,2,2,2,2,4,2,3,4,3,1,4,5,4,2,1,2,5,4,1,2,1,2,1,2,1,2,1
1166,3,0,1,2,2,3,1,4,2,4,3,2,1,3,2,1,2,1,2,2,1,4,5,1,1,1,1,1,1,1
1167,3,0,1,2,2,2,2,4,2,4,3,2,1,1,2,1,2,1,2,2,1,4,5,1,1,1,1,1,1,1
1168,3,0,1,2,1,3,0,3,3,3,1,2,0,1,2,1,2,1,2,2,1,4,5,1,2,1,2,1,2,1
1169,3,0,1,2,2,2,2,4,2,4,4,2,0,1,3,2,1,3,2,3,2,5,4,1,1,1,1,1,1,1
1170,3,0,0,2,3,2,0,3,4,5,3,2,0,1,2,1,2,1,2,2,1,4,5,1,1,1,1,1,1,1
1171,3,0,1,2,2,2,1,4,2,3,3,2,1,3,5,4,5,4,3,2,1,4,4,1,2,1,2,1,2,1
1172,3,0,1,2,2,2,2,4,2,3,3,2,1,1,2,1,2,1,2,2,1,4,5,1,1,1,1,1,1,1
1173,3,0,1,3,1,1,0,3,2,3,3,2,0,1,2,1,2,1,2,2,1,4,5,1,2,1,2,2,1,3
1174,3,0,1,3,1,1,0,3,2,3,3,2,0,1,2,1,2,1,2,2,1,4,5,1,2,1,2,2,1,3
1175,4,0,1,3,1,1,0,4,4,4,4,2,1,1,2,1,2,1,2,2,1,4,5,5,1,2,1,2,1,2
1176,3,0,1,2,2,2,1,4,2,3,3,2,1,1,3,2,1,3,2,3,2,5,4,1,2,1,2,1,2,1
1177,3,0,1,2,2,2,1,4,2,4,4,2,1,2,5,3,2,2,3,3,2,3,4,1,1,1,1,1,1,1
1178,2,0,1,2,2,2,0,5,3,4,2,2,1,1,3,2,3,2,3,2,1,4,5,1,1,1,1,1,1,1
1179,3,1,1,2,2,2,1,4,2,3,3,2,1,4,5,4,5,4,5,1,2,5,4,1,2,1,2,1,2,1
1180,3,0,1,2,2,2,1,4,2,3,3,2,1,1,3,2,3,1,2,3,2,5,4,1,2,1,2,1,2,1
1181,3,0,1,2,2,3,2,4,2,3,3,2,1,1,2,1,2,1,2,2,1,4,5,1,2,1,2,1,2,1
1182,3,0,1,2,2,2,1,4,2,3,3,3,1,3,2,1,2,1,2,2,1,4,5,1,2,1,2,1,2,1
1183,4,0,1,2,1,2,2,3,3,5,3,2,1,1,2,1,3,3,2,3,2,3,4,2,2,1,2,1,2,1
1184,3,0,1,2,2,2,1,4,2,5,1,2,0,1,2,1,2,1,2,2,1,4,5,4,5,1,2,1,2,1
1185,3,0,1,2,2,2,1,4,2,5,3,2,1,4,2,1,2,1,2,2,3,4,3,1,2,1,2,1,2,1
1186,1,0,1,2,2,2,1,4,3,4,2,2,1,4,2,1,2,1,2,2,1,4,5,1,1,1,1,1,2,1
1187,3,0,1,2,2,2,2,4,2,5,3,2,1,3,3,2,1,2,2,2,1,4,5,1,1,2,1,2,1,2
1188,3,0,1,3,2,2,1,4,2,4,4,2,1,1,3,2,1,2,1,2,1,4,5,1,1,1,1,1,1,1
1189,3,0,1,2,2,2,1,4,2,3,3,2,1,1,1,2,1,2,1,2,1,4,5,4,1,2,2,1,2,3
1190,3,0,1,2,2,3,2,4,4,4,2,2,1,3,2,1,2,3,2,3,4,4,3,1,2,1,2,1,2,1
1191,3,0,1,2,2,2,1,4,2,3,3,2,1,1,3,2,1,2,1,2,1,4,5,1,2,1,2,1,2,1
1192,3,0,1,2,2,2,2,4,2,4,2,2,1,1,3,2,1,2,3,3,2,3,4,1,2,1,2,1,2,1
1193,3,1,0,1,2,1,2,3,4,3,4,2,1,1,2,1,2,1,2,2,1,4,5,1,2,1,2,1,2,1
1194,4,0,1,3,2,3,1,3,4,3,3,2,1,1,2,1,2,1,2,3,2,5,3,1,2,1,2,1,2,1
1195,3,0,1,2,2,2,1,4,2,4,4,2,1,1,3,2,3,2,3,2,1,4,5,1,2,1,2,1,2,1
1196,3,0,0,2,3,2,1,4,2,3,3,2,1,4,2,1,2,1,2,2,1,4,5,1,2,1,2,1,2,1
1197,3,0,1,2,2,2,2,4,2,3,3,2,1,1,3,2,1,2,1,2,1,4,5,1,2,1,2,1,2,1
1198,3,0,1,2,2,2,1,4,2,3,3,2,1,1,2,1,2,1,2,2,1,4,5,1,1,1,1,1,1,1
1199,2,0,1,2,1,2,1,4,3,4,2,2,1,1,2,1,2,1,2,2,3,4,3,1,2,1,2,1,2,1
1200,2,0,1,2,2,1,1,4,3,2,3,2,1,1,2,1,2,1,2,2,3,4,3,3,1,1,2,1,2,1
1201,3,0,1,3,1,3,0,5,3,4,2,2,0,1,3,2,4,2,4,2,2,5,3,1,1,1,1,1,1,1
1202,1,0,1,3,1,3,0,4,2,4,3,2,0,1,3,3,4,5,2,2,2,5,4,1,1,1,1,1,1,1
1203,1,0,0,2,1,3,1,4,1,5,5,3,0,1,3,3,3,3,3,1,1,5,5,1,1,1,1,1,1,1
1204,3,0,1,3,1,2,1,4,2,4,3,1,0,1,3,2,1,2,1,2,1,3,3,1,1,1,1,1,1,1
1205,3,0,1,3,4,3,1,4,3,4,3,4,0,1,2,3,3,1,2,2,4,4,3,1,1,1,1,1,1,1
1206,1,0,1,3,3,3,1,4,3,4,3,4,0,2,3,2,1,2,5,2,3,5,3,1,1,1,1,1,1,1
1207,4,0,1,3,4,3,1,4,2,4,4,4,0,2,2,3,1,2,3,2,3,4,5,1,1,1,1,1,1,1
1208,1,0,1,3,4,3,1,3,3,4,3,4,0,2,2,3,2,3,1,2,3,4,5,1,1,1,1,1,1,1
1209,3,1,0,2,4,3,1,5,4,4,3,3,1,4,5,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1
1210,3,0,1,2,3,3,1,3,3,4,4,4,0,3,2,2,1,2,1,2,3,5,3,1,1,1,1,1,1,1
1211,4,0,1,3,2,3,0,5,3,4,2,3,0,3,3,2,3,1,3,3,2,5,3,1,1,1,1,1,1,1
1212,4,0,1,2,2,3,0,5,3,4,3,3,0,2,3,2,3,1,2,2,3,5,3,1,1,1,1,1,1,1
1213,3,0,0,2,4,2,1,5,3,4,3,4,0,4,1,1,2,1,2,2,1,4,5,1,1,1,1,1,1,1
1214,4,0,1,2,2,2,1,5,3,4,3,2,0,3,1,2,3,2,2,2,2,5,3,1,1,1,1,1,1,1
1215,3,0,1,3,3,3,1,4,3,4,4,4,0,3,2,1,1,2,1,3,2,5,3,1,1,1,1,1,1,1
1216,1,0,0,2,2,3,0,2,3,5,3,4,0,3,1,1,1,2,3,2,2,5,3,1,1,1,1,1,1,1
1217,3,0,1,3,1,3,1,4,3,4,3,4,1,2,1,2,2,2,1,2,2,5,3,1,1,1,1,1,1,1
1218,4,0,1,3,2,3,1,4,3,5,3,4,0,4,1,2,2,3,3,2,3,4,3,1,1,1,1,1,1,1
1219,4,0,0,2,4,3,1,5,3,4,3,4,0,3,1,2,1,2,1,2,1,4,4,1,1,1,1,1,1,1
1220,4,0,0,2,4,3,1,4,3,4,2,3,0,3,2,1,2,1,2,3,2,3,5,1,1,1,1,1,1,1
1221,3,0,1,2,1,3,1,5,3,4,3,4,0,3,1,2,2,1,3,1,2,5,3,1,1,1,1,1,1,1
1222,3,0,0,2,3,3,0,4,3,4,4,3,0,2,1,3,1,2,1,3,2,5,4,1,1,1,1,1,1,1
1223,4,0,1,3,1,3,0,5,3,5,4,4,0,3,1,3,2,1,3,3,2,4,5,1,1,1,1,1,1,1
1224,4,1,0,2,3,3,1,3,4,5,3,4,0,3,1,2,3,1,3,1,2,3,5,1,1,1,1,1,1,1
1225,3,0,0,2,2,3,1,2,4,5,3,4,0,2,1,2,3,3,1,1,3,5,3,1,1,1,1,1,1,1
1226,3,0,1,2,4,3,1,2,4,5,4,5,0,3,1,2,1,2,3,1,3,5,4,1,1,1,1,1,1,1
1227,4,0,0,2,2,2,1,2,3,4,5,4,0,3,1,2,1,2,3,3,2,4,5,1,1,1,1,1,1,1
1228,3,0,0,2,3,3,1,3,4,4,3,4,0,2,1,2,1,2,1,2,2,5,3,1,1,1,1,1,1,1
1229,4,0,1,3,3,3,1,3,4,5,3,4,0,3,1,2,2,1,3,1,3,5,3,1,1,1,1,1,1,1
1230,4,1,1,2,2,4,0,4,3,5,3,4,0,3,4,1,2,3,1,2,1,4,3,1,1,1,1,1,1,1
1231,2,0,0,2,3,3,1,2,3,4,4,4,0,3,1,2,3,1,2,2,3,4,5,1,1,1,1,1,1,1
1232,4,1,1,2,2,2,0,3,3,4,3,4,0,3,4,1,2,3,2,2,3,4,4,3,1,1,1,1,1,1
1233,3,1,0,2,2,1,0,3,3,5,3,4,0,3,1,2,3,2,2,2,3,4,3,1,1,1,1,1,1,1
1234,3,0,0,2,4,3,1,2,4,5,3,4,0,4,1,2,3,2,2,2,2,5,3,1,1,1,1,1,1,4
1235,1,0,0,2,2,2,1,3,3,4,2,3,0,4,1,2,2,1,3,3,2,4,3,1,1,1,1,1,1,1
1236,4,0,0,2,3,3,0,2,3,5,3,3,0,3,2,3,2,2,3,3,2,3,4,1,1,1,1,1,1,1
1237,3,0,0,2,2,2,0,3,3,5,3,4,0,3,2,3,2,3,2,2,3,4,4,1,1,1,1,1,1,1
1238,3,0,0,2,3,3,0,3,4,5,3,4,0,3,2,3,2,3,1,2,3,4,3,1,1,1,1,1,1,1
1239,3,0,1,2,3,3,0,3,3,5,3,4,0,3,3,3,2,3,2,2,3,4,3,1,1,1,1,1,1,1
1240,3,0,1,2,2,2,0,3,3,4,4,3,0,3,2,2,3,2,3,2,1,5,3,1,1,1,1,1,1,1
1241,3,0,0,2,2,2,0,3,4,5,3,4,0,3,2,2,3,2,2,2,3,4,3,1,1,1,1,1,1,1
1242,3,0,0,2,3,2,0,2,3,4,3,4,0,3,2,3,2,2,1,2,3,4,3,1,1,1,1,1,1,1
1243,3,0,1,2,3,3,1,2,3,4,4,4,0,3,2,1,2,3,2,3,2,3,4,1,1,1,1,1,1,1
1244,3,0,1,3,3,3,1,3,3,5,3,3,0,4,3,2,2,3,2,3,2,3,3,1,1,1,1,1,1,1
1245,4,0,1,3,2,2,1,5,3,4,3,3,0,3,1,2,1,3,2,3,2,4,3,1,1,1,1,1,1,1
1246,4,0,1,2,2,2,0,2,3,4,3,4,0,3,2,2,1,2,1,3,3,4,4,1,1,1,1,1,1,1
1247,3,0,0,2,4,2,0,4,3,5,3,4,0,3,2,2,1,2,1,3,2,3,4,1,1,1,1,1,1,1
1248,4,0,0,2,3,2,0,2,3,4,3,3,0,3,3,2,3,2,3,5,5,1,1,1,1,1,1,1,1,1
1249,3,1,0,2,3,2,0,2,3,4,3,4,0,3,1,3,2,2,1,2,2,3,4,1,1,1,1,1,1,1
1250,3,0,0,2,4,2,1,5,3,4,3,3,0,3,1,2,1,2,3,3,2,4,4,1,1,1,1,1,1,1
1251,3,0,0,3,5,5,2,2,3,5,5,5,1,4,3,2,3,2,1,3,2,4,4,3,3,4,5,5,4,5
1252,3,0,0,3,3,3,0,2,2,3,2,4,0,1,3,2,3,2,1,1,1,5,5,4,4,4,3,3,4,4
1253,3,1,0,2,3,3,0,2,5,3,4,3,0,1,3,2,3,3,3,2,3,4,3,4,3,4,5,4,4,5
1254,3,1,0,3,4,3,0,2,4,4,3,4,1,4,3,3,2,2,3,2,2,4,4,3,3,3,4,4,3,4
1255,4,0,1,2,4,2,0,5,3,5,3,3,0,1,3,2,3,2,3,2,3,4,5,4,3,4,5,4,3,4
1256,4,0,0,3,4,4,0,4,3,5,4,3,0,1,3,2,3,2,1,2,1,4,5,4,3,4,4,3,4,5
1257,3,1,0,4,5,5,2,1,2,5,5,4,1,1,3,2,1,3,1,1,2,5,4,5,4,5,4,4,5,4
1258,3,1,0,3,4,4,1,2,2,5,3,3,0,1,3,2,3,2,3,2,3,4,3,4,4,5,4,4,3,4
1259,3,1,0,3,5,5,0,2,4,5,3,5,0,1,3,3,2,2,2,2,3,4,5,4,3,4,5,4,4,5
1260,4,1,0,3,4,4,2,1,2,3,4,2,0,1,3,2,3,2,1,2,1,4,5,4,5,4,3,4,5,4
1261,4,1,1,2,4,3,0,5,2,4,4,5,0,1,3,2,3,2,2,2,1,4,5,4,5,4,5,4,5,4
1262,4,0,0,3,5,4,2,4,2,4,2,3,0,1,3,2,1,2,2,2,2,4,4,4,3,3,3,4,4,4
1263,3,1,0,2,3,3,0,2,4,5,3,4,0,1,3,3,3,3,3,2,2,3,3,5,4,3,4,5,4,3
1264,4,0,0,3,5,5,0,4,3,3,3,4,0,1,3,2,3,2,3,3,2,5,5,3,4,3,4,3,4,4
1265,3,0,0,2,1,2,1,4,4,5,3,3,0,4,3,2,1,2,2,2,2,4,5,4,4,3,4,5,4,5
1266,3,0,1,2,4,2,0,2,4,5,3,4,0,1,3,2,3,2,1,3,2,5,4,3,4,5,4,3,4,5
1267,5,1,1,2,5,3,0,2,2,4,3,3,1,2,3,3,4,4,2,2,1,5,5,5,5,5,5,5,5,5
1268,3,0,0,3,4,3,0,2,4,4,4,4,0,1,3,3,3,3,2,2,3,4,4,5,5,5,4,4,4,3
1269,2,0,0,3,3,2,0,4,3,5,3,4,0,1,3,2,1,2,1,2,2,5,4,4,5,5,4,5,4,5
1270,4,0,0,3,5,5,2,1,3,5,3,4,1,1,3,2,3,2,1,2,3,3,3,3,4,3,4,3,3,4
1271,4,0,1,2,4,4,1,2,3,5,3,3,0,1,3,2,3,2,1,3,2,5,4,3,4,3,4,5,4,3
1272,3,1,0,2,1,1,0,1,2,4,4,3,1,1,2,1,2,3,2,2,3,4,5,4,3,4,5,4,3,4
1273,4,1,0,2,5,5,0,3,3,4,4,3,0,1,3,2,3,2,1,2,1,4,3,5,4,3,4,5,4,3
1274,3,1,1,2,4,2,0,5,2,4,2,4,0,1,3,2,3,2,3,2,1,5,4,4,3,4,5,4,4,4
1275,2,0,0,3,3,2,0,2,2,3,2,5,0,1,3,2,3,2,1,2,3,4,5,5,4,5,4,5,4,4
1276,2,1,1,2,4,3,0,5,3,5,5,4,0,1,3,2,1,2,3,2,1,4,3,5,4,3,4,5,4,3
1277,4,0,0,3,5,5,2,1,3,4,4,4,0,1,3,2,3,2,1,2,1,4,3,4,5,4,5,4,3,4
1278,2,1,0,3,5,4,1,2,2,5,3,3,0,1,3,2,3,2,1,3,2,3,4,4,3,4,5,5,3,4
1279,3,0,1,2,5,3,1,5,4,5,3,5,0,1,3,2,1,2,3,2,1,4,5,4,5,4,5,4,5,5
1280,3,1,0,2,4,3,1,1,4,5,3,5,0,1,3,2,1,2,1,2,1,3,4,4,3,5,3,5,4,5
1281,3,1,0,3,5,5,1,1,4,4,2,4,0,1,3,2,3,2,1,2,3,4,5,3,4,5,4,3,4,5
1282,2,1,1,2,3,2,0,2,4,5,3,4,0,1,3,2,1,2,3,1,2,3,5,4,3,5,4,3,4,5
1283,4,1,0,2,4,3,0,5,3,3,5,4,1,1,2,1,2,1,1,2,1,4,5,4,5,4,5,4,5,4
1284,4,0,1,2,2,1,0,1,3,4,4,2,0,1,3,2,2,2,2,2,2,3,4,4,5,4,5,4,5,4
1285,4,0,1,2,2,1,0,5,3,4,4,4,0,4,3,2,1,2,1,3,2,5,4,4,5,4,5,4,4,5
1286,5,1,0,3,4,4,0,5,2,4,5,3,0,1,3,2,3,2,1,2,3,5,4,4,5,4,3,4,5,4
1287,3,1,1,2,4,3,2,2,2,3,4,3,1,1,3,2,3,2,1,2,1,3,4,5,4,3,4,5,4,3
1288,4,0,1,2,3,3,1,5,3,4,4,2,0,1,3,2,3,2,3,2,2,3,4,4,5,4,4,5,4,5
1289,3,1,1,2,3,2,1,2,2,4,4,2,0,1,3,2,3,2,1,3,2,5,4,4,5,4,3,4,5,4
1290,2,1,0,3,4,3,0,3,4,3,4,3,0,1,3,2,1,2,2,2,1,4,3,4,5,4,3,4,5,4
1291,4,1,0,4,5,5,2,5,2,3,4,3,0,1,3,2,1,2,3,2,3,5,4,4,5,4,5,4,3,4
1292,4,0,1,3,2,2,0,5,3,5,2,2,0,1,3,2,3,2,1,3,2,5,4,3,4,5,4,3,4,5
1293,4,0,1,2,3,3,1,5,3,3,4,2,0,1,3,2,3,2,1,3,2,5,4,3,4,5,4,3,4,5
1294,4,1,0,3,4,3,1,1,2,4,2,1,0,1,3,2,3,2,1,2,1,4,3,4,5,3,4,5,4,3
1295,3,1,1,2,5,5,0,1,3,5,3,1,1,1,2,2,2,2,1,1,1,3,3,4,4,3,3,3,3,4
1296,4,0,1,2,3,3,0,5,3,4,2,3,0,1,2,1,2,1,2,2,1,4,3,4,5,4,3,4,5,4
1297,4,0,1,2,4,3,0,5,3,4,3,2,0,2,2,2,1,2,3,1,2,3,4,5,4,3,3,5,4,5
1298,4,0,1,2,5,3,1,5,3,4,4,4,0,1,2,2,1,2,1,2,1,4,5,4,4,5,4,5,4,4
